epoch,train_loss,val_loss,val_f1
0,0.0216088793665855,0.010721507541429172,0.09768324715610213
1,0.008650834505467766,0.007378218473754345,0.1222500060139412
2,0.006070696421165685,0.006205786499190664,0.16015677595476638
3,0.004577447717786533,0.005716509443431274,0.16839152610814
4,0.0037190047212283177,0.005491592744565205,0.17619913093606202
5,0.0029417838869525946,0.005304248933226079,0.20340258140921083
6,0.0024256540530564912,0.005421848542833113,0.22501363927710782
7,0.002154962630948304,0.005345252301419234,0.22272644936270808
8,0.001698163561911638,0.005263062201058253,0.2423848957573531
9,0.001383835405022629,0.005431680210386878,0.26214735096375297
10,0.001225393029844478,0.005485077664893168,0.27754217949639126
11,0.0010970911551211754,0.0054779246670464896,0.284947502256106
12,0.0009056252062058146,0.005622114589667885,0.29851516596462063
13,0.0008324685128565139,0.005608707296459921,0.30372674462627924
14,0.0007975148892603392,0.005928702691577188,0.30948267280186714
15,0.0007459719148680214,0.005836801803697113,0.32831607394804013
16,0.000676622368774415,0.0058214455804745805,0.33237503902077026
17,0.0006688640625622573,0.006019171407904669,0.3137780209354922
18,0.0006355446011536434,0.0059295603077594876,0.34058105009993056
19,0.0005720061769460562,0.006142956384092361,0.3430549411138212
20,0.000551174969668712,0.006165090853173184,0.34403567941073876
21,0.0005389338296297939,0.006176777510178729,0.33323231211365834
22,0.00047523037341252333,0.006354810538196121,0.3416970115695727
23,0.0004384012254316412,0.006211652974800041,0.35277471286147344
24,0.0005731369266723257,0.006312359017217263,0.33316505681691394
25,0.0006097248067205918,0.006440215927599206,0.3248708289322897
26,0.0006226665883243247,0.006457209584169944,0.34090326818908223
27,0.0005763480861881331,0.006653302606245114,0.331400421321961
28,0.00038433723413144655,0.006327998484274328,0.3895236393030082
29,0.0002939142509001782,0.0064437330525906585,0.3942848388423902
30,0.0002496664053192691,0.006528814612680621,0.40093134866330504
31,0.000242702309385333,0.006569142284400303,0.40639582165617893
32,0.0002167850296625489,0.006666657859881422,0.4203754924615168
33,0.00020789025066012492,0.0067851516696285545,0.41693330649059157
34,0.00020225051095203303,0.006807640373209733,0.4243968792387199
35,0.00019875768895352987,0.0068425365764568005,0.42712096658011556
36,0.00019037613051422586,0.006826269673559895,0.4137509435843701
37,0.00018287694656375539,0.006993662547543324,0.43568791380437344
38,0.00017199096663137646,0.007034802211982689,0.4329120859933685
