epoch,train_loss,val_loss,val_f1
0,0.02219244595784282,0.010132776124681735,0.12299621722419492
1,0.008853329007450528,0.006726660497689078,0.18073947169470814
2,0.005912942956468554,0.0056299188625961805,0.204965160625017
3,0.004335006689584666,0.005162029100425158,0.2199107176087723
4,0.0031828225313716594,0.0051058758233406935,0.21880363991084978
5,0.0024356706175798644,0.005073648068750039,0.24419446280747298
6,0.0019136414354545687,0.0051513129229716955,0.2646746733085638
7,0.0016148862578458565,0.0052553784043882995,0.28291935327131845
8,0.00135588376268996,0.005140585834699398,0.28915304381402834
9,0.0011071901407349904,0.005405415354934314,0.30059756142463545
10,0.0009061133572302368,0.005567661495610971,0.3160284854837931
11,0.0008131511260559293,0.005530158542260533,0.30907697039008764
12,0.0007570906353909884,0.005703092301033206,0.321555705336204
13,0.000700471593312783,0.005768204995705691,0.32709390753013523
14,0.0006869815102879369,0.005779835936723249,0.3262306307663406
15,0.0006124703104529839,0.005893490527268553,0.3441928807176106
16,0.0005370011613897138,0.005924609887462375,0.3611718106439454
17,0.0005184465157143006,0.006209653259201763,0.3578334135093233
18,0.00047126169373069675,0.0061467616223939755,0.3637661745301149
19,0.00044307881054854155,0.006360063175945101,0.3621148139177306
20,0.00044833136375853767,0.00625614686503683,0.3554350687405477
21,0.0005397613743783777,0.0064287695314086055,0.3708745164896503
22,0.0005613379005340168,0.006530333921732287,0.3697933655419879
23,0.0005770651880324456,0.006258300665652031,0.3588500488873578
24,0.0005416802066255442,0.006544683610523871,0.3712227391601198
25,0.0005573221695456761,0.006513135521292594,0.3576998677790033
26,0.0004949663075503994,0.006553425085742622,0.36425051281316867
27,0.000428917460183433,0.006809653392241155,0.37205712258496126
28,0.0004110115140446334,0.006797523075396181,0.3700909573730803
29,0.0004041870060461982,0.006663686696620545,0.3638532651796466
30,0.0004192321108795211,0.006796577971054745,0.3729644650841228
31,0.0004152171188129782,0.006758767949128055,0.3615949313556379
32,0.0003322469299646691,0.007129862828180102,0.39417957575904994
33,0.00031365355075365893,0.00719644156378446,0.37882832586068893
34,0.00033355488781700634,0.007068840713840144,0.38791734198800465
35,0.00032899317753283747,0.0072576818248193415,0.3999139129038992
36,0.00034134278282414656,0.007467561417853941,0.3955116091860318
37,0.00038613151391521323,0.007103713020579906,0.3907691114078846
38,0.00041924056447561174,0.007188466386412063,0.3692444549263427
39,0.00038642211045550155,0.00749031548759656,0.39214609700249364
