epoch,train_loss,val_loss,accuracy_em,accuracy_char
0,0.5802118811803945,2.39714404414426,0.5312285953474213,0.7599266915128201
1,0.12687078981490144,2.2521843124137546,0.6035794921230878,0.7933452195997271
2,0.0851462367951343,1.9524153190654077,0.662967097085162,0.8244572873566574
3,0.07133810835376324,1.976399016291164,0.6589969304142672,0.8164645462832139
4,0.06784208110224434,1.7351133361321074,0.7130317867018443,0.8483325784980881
5,0.06591096049021886,1.662622911902688,0.7148710012937923,0.8487179874719933
6,0.059474295304359936,1.558766991443613,0.7307897206930668,0.8570606976136956
7,0.05694897149868807,1.491386371623029,0.7355463101550014,0.858160377038902
8,0.06321193656814605,1.4037751910215106,0.7453131738501738,0.8661333134591902
9,0.06227943831702515,1.3346978715831117,0.7555620386108222,0.8715332084945284
10,0.06432321132549537,1.3408797398383516,0.7559933027220376,0.8689820564630661
11,0.06386897121309092,1.5168989142801628,0.7144904741368375,0.8434215456906378
12,0.06217687100598365,1.3531402895219826,0.7413683756564093,0.8590427264544824
13,0.06468092586638402,1.2084314351564396,0.7574393059184658,0.8714878662623043
14,0.0692991513295981,1.2069679638044728,0.7613460513965347,0.8744278149057116
15,0.07551974441269724,1.1467243093355823,0.7732058144549583,0.8799858865787514
16,0.06565805301454453,1.1075548484245612,0.7777087191455897,0.8831290935045428
17,0.07259252246067638,1.0947537279673327,0.768157487506025,0.8760184412591382
18,0.07737219062897291,1.0716217604052667,0.7842284177680814,0.8867369280168611
19,0.07474185271286506,0.9237978468234161,0.7858266318272914,0.8884049488701184
20,0.08353031816465088,1.097653974762643,0.7863974225627236,0.8878280080531974
21,0.0808211221594788,0.9515963033917958,0.7889596387528857,0.890520659119704
22,0.09339454173854203,0.8654150160949982,0.792498541312565,0.8933404769064714
23,0.10676725306694555,0.9132732852209896,0.7828965727187397,0.8888677523438546
24,0.10782852981830554,0.8169219140189877,0.7896953245896648,0.89160652740521
25,0.1203494736099568,0.8371205822100812,0.7928283315152591,0.8927849042679549
26,0.13293547964515806,0.7399046730670483,0.7907354321520079,0.8933709656488291
27,0.14953547648167007,0.6706622970727153,0.7863466856084629,0.8935187187848699
28,0.16550873403898522,0.7439563027492467,0.7780511935868489,0.88872964094685
29,0.1974901267099112,0.6270431123007132,0.7744742383114742,0.8888828664212627
30,0.23131785767467616,0.5828149282746742,0.769590806463888,0.8880872926570079
31,0.27007213302875166,0.5411063091999739,0.7662675359598163,0.8887601296892077
32,0.3217510433235409,0.4648046048379826,0.750361500799107,0.8861719742268498
33,0.37485084790564444,0.4349522897248892,0.7338085694715746,0.8813828963888299
34,0.3689914714876189,0.4406478113770224,0.7270732387934752,0.8796171552075033
35,0.34252671931215245,0.42554681114345094,0.7372079454070373,0.8856286492027845
36,0.3336501019002324,0.4265562772899431,0.7431314848169664,0.8874603190321153
37,0.32526637574754774,0.41966098092373183,0.7368654709657779,0.8871853991758137
38,0.324006125258194,0.42602338911313203,0.7319693548796266,0.885398550403624
39,0.3149482192135872,0.4210344566999851,0.734315939014181,0.8879155654671474
40,0.3122029263162089,0.43308690235069464,0.7347091504097009,0.8865579043758381
41,0.30932510844322036,0.4562040433642755,0.7332631472132728,0.8837096825470452
42,0.27009306044486114,0.41856130401890157,0.7519850833354473,0.8945402219476208
43,0.2472548464954463,0.4245871521626755,0.7606737867525812,0.8970212759304148
44,0.23336167335244945,0.439007509280547,0.7610416296709709,0.8968234899864025
45,0.22717559992972475,0.45399031283674535,0.760331312311322,0.8945318831462923
46,0.2185179877151188,0.45321524514117306,0.7645171110378244,0.8980333979416711
47,0.21121125745615413,0.423517441596285,0.7588472563991984,0.8976341778280654
48,0.20663516265513973,0.4461196221661272,0.7631852659884827,0.8983948328617567
49,0.20194495677644267,0.4508018249388538,0.7644410056064335,0.897592744408964
50,0.2008745736876605,0.44190059260352865,0.764326847459347,0.8983520965049477
51,0.1962201864260097,0.4628306814842651,0.7657982191329055,0.8978233643832075
52,0.19418339821677436,0.4535092354248412,0.7653289023059946,0.8991661719846503
53,0.19152816986502286,0.4586614110318632,0.7660138511885132,0.8992021330653799
54,0.1889278274653882,0.4545162875986212,0.7649230066719095,0.8977967844539727
55,0.1845134236485732,0.4603430444813163,0.7659123772799918,0.8982588061650842
56,0.18308689447773038,0.47537084927796913,0.7693878586468454,0.8983745070335183
57,0.18190600239344248,0.46330683967026115,0.7682082244602857,0.899361612640789
58,0.18045516522859237,0.4718692433233971,0.7680052766432431,0.8987635642330049
59,0.17688442910756103,0.45598311252993484,0.7700601232907989,0.8990293635253533
60,0.17426701524470564,0.4832794621083088,0.7708972830360994,0.899585457338953
61,0.175437363768033,0.4889586641569169,0.7706435982647961,0.8991747713735204
62,0.1711128268279739,0.4955960363439549,0.770225018392146,0.8992995928059077
63,0.17001160603242585,0.5187121447708444,0.7726096552423958,0.9000141238447503
64,0.16913421424393943,0.4926818126182032,0.7683096983688069,0.8978053838428428
65,0.16897864455438616,0.48920593907918913,0.7722164438468758,0.9003536694113484
66,0.16684970892837714,0.4843691086726343,0.7704533346863188,0.8992331429828205
67,0.16635166259788065,0.47380182744775706,0.7694132271239758,0.8998752306851211
68,0.16430633041579076,0.49840985342918204,0.7697430173266698,0.8991591361210294
69,0.14913512367141307,0.5124016201815745,0.7785458788908902,0.9021655345875238
70,0.13674499428122486,0.5131564796159356,0.7806134097770111,0.9020602572207504
71,0.13434006636280726,0.5227117815837699,0.7799411451330577,0.9018426666235828
72,0.13251329669104486,0.5411821017512899,0.7805246201070549,0.9012521752545029
73,0.1286637191197557,0.5410888040445542,0.7819452548263528,0.9023109424356909
74,0.12604664418272754,0.5227668501096071,0.7806768309698369,0.9022741995923369
75,0.12450165640446587,0.5434052963570803,0.7812095689895736,0.902269248429048
76,0.12245117906242708,0.5445269702513366,0.7815520434308328,0.9015023392943602
77,0.12211482403095453,0.5575950305115301,0.7830107308658262,0.901894002369262
78,0.12113318911628718,0.5598433121661963,0.7836068900783886,0.9019776509700892
79,0.11875829491709415,0.546889546446879,0.7830487835815216,0.9020355014043062
80,0.11867296341477303,0.5597235826460158,0.7841396280981253,0.9022898348448279
81,0.11721567878481788,0.5655028889126033,0.7836068900783886,0.9021913327541341
82,0.11670547334545005,0.5538536206282791,0.7852177883761637,0.9023122453733985
83,0.11370125637812382,0.5712178429436475,0.7833278368299551,0.9019539375038111
84,0.11339978429115806,0.5758034921711463,0.783644942794084,0.9019330905004896
85,0.11142026497431243,0.5798743508977214,0.7845835764479059,0.9019398657765691
86,0.1095121454171679,0.582195179837716,0.7844313655851239,0.9021869027659283
87,0.1094713702755349,0.5844233471026883,0.7845708922093406,0.9027742670845101
88,0.10393426044178991,0.600188870841804,0.7860042111672036,0.9029590236514464
89,0.09916792328143309,0.6067681868564236,0.785877368781552,0.9023953727991427
90,0.09776815820852668,0.6266916597820094,0.7885156904031051,0.9035628049851439
91,0.09533452050859192,0.616409043274124,0.7873233719779802,0.9031492525567547
92,0.09432926924072649,0.6217475628900678,0.787386793170806,0.9025402594722268
93,0.09377061487733586,0.6205471621659595,0.7878307415205865,0.9031497737318377
94,0.09189946781560296,0.6378983728776066,0.7885791115959309,0.9028675574243736
95,0.0919988487133791,0.6330313233709405,0.7892513762398843,0.9028177852039436
96,0.09109234200336071,0.628975217846668,0.7887186382201476,0.9029926394443023
97,0.09095563183935206,0.6280213897533222,0.7906846951977473,0.9037241086733436
98,0.09096254249237622,0.6257977487359935,0.7900885359851848,0.9032858004285101
99,0.0906711287390759,0.6351339085741469,0.7906212740049214,0.9036313395085631
100,0.08902049996484847,0.6552718104251049,0.7908876430147899,0.9033798725309982
101,0.0865214876848875,0.6344038224724712,0.7899616935995332,0.9030108805722086
102,0.08722673363365875,0.6371845383421746,0.7902153783708364,0.9028318569311856
103,0.08617964738181495,0.6528855001858295,0.7910018011618762,0.9030927050602452
104,0.08681296624458479,0.6372728026562627,0.7902914838022274,0.903873685922175
105,0.08591003168725604,0.6397008702253147,0.7907227479134428,0.903428081226179
106,0.08457562632563484,0.6429794324011132,0.7904817473807048,0.9036167466062381
107,0.08527346299952061,0.6403753086616528,0.7909383799690505,0.9038825458985866
108,0.08365191490099398,0.6697875494862171,0.7904436946650093,0.9027393483539466
109,0.081847995647146,0.6487003337947022,0.7904690631421396,0.9031297084911408
110,0.08108263132044605,0.6620777348991382,0.79130622288744,0.9030512716411438
111,0.08077449086235428,0.6593264826076968,0.7912808544103097,0.9028811079765325
112,0.07866361376043585,0.6696574775944192,0.7918009081914813,0.9031813048243614
113,0.07859767754949869,0.6641339650268917,0.7904436946650093,0.9026296409989676
114,0.07884528724679564,0.6626191873480258,0.7898855881681422,0.9024464479572804
115,0.07710047062861043,0.6719464892557738,0.7909130114919202,0.9029207172828433
116,0.07603070771255098,0.6808135801244977,0.7909637484461808,0.9023489882167526
117,0.07652635929902717,0.6794310129548383,0.7912554859331794,0.9030319881630715
118,0.0757160471846173,0.6903796864796705,0.7911920647403536,0.9030213040738693
119,0.07436006247084945,0.6777684261717974,0.7912554859331794,0.903578961412718
120,0.07385903219162937,0.69109713085764,0.7920038560085239,0.903571925549097
121,0.073321086978828,0.6878591575061881,0.7923336462112179,0.9034861922479376
122,0.0732863582706711,0.7034785556661306,0.7920799614399148,0.9031166791140649
123,0.07384436601424801,0.6969257195005447,0.791775539714351,0.9029423460487893
124,0.07293977386186408,0.6948631707876051,0.7922829092569573,0.9032654746002717
125,0.07270332127870134,0.6964241889656924,0.7928663842309546,0.9036983105067333
126,0.07273117581316982,0.706211247372691,0.793538648874908,0.9036125772055739
127,0.07168050318469672,0.7056092486466763,0.7929932266166062,0.9034392864904643
