epoch,train_loss,val_loss,val_f1
0,3.2015579030721044,1.7705972018583758,0.023073543617733422
1,1.2215391605997552,0.6759898779553931,0.10323488433661243
2,0.5712611582908251,0.3769333847713999,0.17661284253749793
3,0.37470477959682813,0.27022664277604574,0.24001676582324924
4,0.2808060240216274,0.2035209175838984,0.2966608452090134
5,0.22262485484411934,0.16954984241284518,0.3430563746968985
6,0.18713208926665725,0.14787755260731192,0.3746555948131345
7,0.16298604794428442,0.13482688406004817,0.40133717888134457
8,0.14607103806769983,0.1251110681590665,0.4234674172086422
9,0.13239253455655545,0.11632902665062383,0.449558630905774
10,0.12050549568901593,0.10817115136337208,0.47069673515703764
11,0.11147192682840258,0.1037854583311408,0.48088230862649317
12,0.10396446905949401,0.10016998917101819,0.5020808569685284
13,0.09628147969552872,0.09582322769087302,0.5138865912971553
14,0.09068742063533057,0.09270523125910272,0.520317115974706
15,0.0853982282377738,0.09138645327093756,0.5268440731444984
16,0.08093527461560338,0.08764792828589632,0.5369418563360556
17,0.07636451029775175,0.08695987469622223,0.5505998519429635
18,0.0733122310688471,0.08541254723805082,0.5565873618032223
19,0.06943868170120165,0.08470541419532895,0.5613311496779992
20,0.06644318594108627,0.08382118381648315,0.5644444239493114
21,0.06368048951519795,0.08104849719252878,0.5680236143058496
22,0.061216817348400364,0.08115413981164173,0.5722279139417815
23,0.05911481539718431,0.08061945556973923,0.5767875401947409
24,0.05610581820655986,0.08088364934997078,0.5740660349517068
25,0.0545177435676042,0.0809141005071533,0.5789621075172379
26,0.051999234987846026,0.08010912267202605,0.5843016939468457
27,0.05029190149565426,0.07975772775067716,0.5775870680881562
28,0.04863723021938172,0.08044955437524519,0.5814338333350546
29,0.04751343277916689,0.07976991612715949,0.5846015273530464
30,0.04586069229392122,0.07929702453630309,0.5924782659287486
31,0.044280918466870184,0.08078855006889857,0.5922999900693877
32,0.04316935217170398,0.08019389106187254,0.5863639438464637
33,0.04190746870864227,0.08100764145902525,0.5898345977611508
34,0.03584749273115142,0.07951286501604396,0.5888485490986058
35,0.0335775832277092,0.07959561959139556,0.5955193170678084
36,0.03225908013914708,0.07956491325225602,0.6055861993844264
