epoch,train_loss,val_loss,accuracy_em,accuracy_char
0,0.5095333025547399,2.260711499007875,0.42548009842969126,0.6974283654815879
1,0.0956781274348146,1.8446726189339206,0.560732134249981,0.7740324903331122
2,0.05886124874614289,1.6413761064018837,0.6414038915243918,0.8110384679331388
3,0.05006190254499364,2.0890365113660057,0.4716126740911743,0.7460817767372384
4,0.044248944658224335,1.3646860020506968,0.6949313782693625,0.8368126659032878
5,0.04068502301212093,1.2998128079280171,0.692331109363505,0.8368272593988626
6,0.04059585355234118,1.116002117350683,0.7284304523199472,0.8568104456071755
7,0.03305918126093033,1.1105064387425982,0.724016337299272,0.8540986614116184
8,0.0317729763146435,0.9741296991560942,0.7520865572439687,0.8686668789672809
9,0.03959575685222353,1.1493480782194883,0.7056876125726173,0.8450624210713398
10,0.036112592670168135,0.9385607878818876,0.7506912910018012,0.8683976810935532
11,0.03370060447799243,0.8795628116505967,0.7669905375580304,0.8769007376490817
12,0.04013275356598707,0.843790738810767,0.7717724954970953,0.87802938817291
13,0.0349991729007055,0.8394305712619529,0.7667368527867272,0.8761059133365265
14,0.03565397408305098,0.8219500914476957,0.7794591440675817,0.8824890040616825
15,0.04571083079109129,0.7935237349228433,0.7705928613105355,0.8781146037631413
16,0.038967236201438965,0.7263423513207976,0.7846469976407316,0.8878570650499853
17,0.04381312058771062,0.6831749245770826,0.7783302468352825,0.8847168575200544
18,0.04620732418728044,0.7274267797381889,0.7832770998756945,0.8868383869392384
19,0.04672341989508824,0.688811639890959,0.7846469976407316,0.8880089937628443
20,0.050146075120092365,0.6634540370935466,0.7834419949770415,0.8874072726685197
21,0.05723225320886074,0.633145359620191,0.7827189933788274,0.8871349476171688
22,0.062260153358605505,0.6239026771869206,0.7837337324640402,0.8897839276621272
23,0.06576165443133976,0.5334547865249811,0.7869555290595905,0.8922434528627486
24,0.06871215129156336,0.5577880642211503,0.7799030924173622,0.8875883883725282
25,0.07578808720651758,0.5507046095863826,0.7862832644156371,0.8922736822464393
26,0.09862070606242909,0.5346251352017941,0.7817676754864405,0.8917287715456024
27,0.09967224863847289,0.5087573826177125,0.7748420812298638,0.8897810610826393
28,0.12021338165058866,0.4578290168850063,0.7672695908064638,0.8872959972647619
29,0.14076030753097316,0.4398300456289014,0.7462644917425607,0.8808263879586983
30,0.17207872978281705,0.4266359604177598,0.747647073746163,0.8830219272482974
31,0.21584324473066874,0.3950153597782761,0.722506912910018,0.8774881258459667
32,0.26742114429133407,0.378113976091777,0.7021994469671986,0.8707772026666486
33,0.3058373149692983,0.33297219420674506,0.6615718308429945,0.8674303408154532
34,0.3138351800114151,0.3231921151881958,0.6715289581166443,0.870401420155598
35,0.2954564395224335,0.3371460160298512,0.6727720134960299,0.8695742816742701
36,0.29270525004537246,0.3335537763886835,0.6674953702529237,0.8704571881565444
37,0.2837594810887908,0.3287238825614481,0.6840483015804562,0.8757092829746548
38,0.28296127715440783,0.3392183252534166,0.6733301199928968,0.870759742591586
39,0.2838482368126336,0.32456312039033564,0.6870290976432685,0.8755477121307911
40,0.24411477795061023,0.3014327449278348,0.712765417691976,0.8858530653898053
41,0.22313133498753487,0.3002410133284107,0.7152134757350517,0.8875268872126059
42,0.21858135115196067,0.29859617498435137,0.7158603719018747,0.8888051210660757
43,0.20714804608638313,0.3141437528740093,0.7191202212131206,0.8891545831654647
44,0.20080327089580438,0.2950058661787209,0.7183464826606459,0.8900596404892365
45,0.19574466255842937,0.2903318808664086,0.7238260737207945,0.891581273001043
46,0.19064576977823655,0.29410929968924865,0.7255511301656562,0.8925702429243697
47,0.18808501997225222,0.301515514083598,0.7233313884167534,0.8911364319841473
48,0.18909558255274822,0.30065241920787134,0.7269083436921282,0.8924618341000999
49,0.18457227038157362,0.3006256664324016,0.7349501509424389,0.8939845090044474
50,0.17726180753931367,0.29755623492408645,0.734721834648266,0.8949758243109915
51,0.16271876548792003,0.2951033861622765,0.739262792054593,0.8969334375030946
52,0.15483268911969503,0.30234044867727167,0.744057434232223,0.8968849662499355
53,0.14868058140487053,0.3116947579540037,0.7470762830107308,0.8976349676832253
54,0.145649089374692,0.30568816878919847,0.7481798117658996,0.8985045836606012
55,0.14225057864912524,0.3140709599523519,0.7495497095309368,0.8971731877875375
56,0.13344711846830268,0.31747854500012435,0.7577564118825947,0.8996754510823423
